item_index,name_string_id,description_string_id,name,description
1923,31923,41923,,
1924,31924,41924,,
1925,31925,41925,,
1926,31926,41926,,
1927,31927,41927,,
1928,31928,41928,,
1929,31929,41929,,
1930,31930,41930,,
1931,31931,41931,,
1932,31932,41932,,
1933,31933,41933,,
1934,31934,41934,,
1935,31935,41935,,
1936,31936,41936,,
1937,31937,41937,,
1938,31938,41938,,
1939,31939,41939,,
1940,31940,41940,,
1941,31941,41941,,
1942,31942,41942,,
1943,31943,41943,,
1944,31944,41944,,
1945,31945,41945,,
1946,31946,41946,,
1947,31947,41947,,
1948,31948,41948,,
1949,31949,41949,,
1950,31950,41950,,
1951,31951,41951,,
1952,31952,41952,,
1953,31953,41953,,
1954,31954,41954,,
1955,31955,41955,,
1956,31956,41956,,
1957,31957,41957,,
1958,31958,41958,,
1959,31959,41959,,
1960,31960,41960,,
1961,31961,41961,Peace T-Shirt (Female),A shirt created to embody the strength and courage of all those brave men and women who chose peace over violence.
1962,31962,41962,Street Gang Shirt (Female),Women who use their charisma to gain an advantage will be seen wearing these shirts.
1963,31963,41963,Inspectors Trenchcoat (Female),Looking dark and mysterious is a useful tool to gain information through intimidation.
1964,31964,41964,American Enterprises Trench (Female),The uniform of a mysterious and powerful corporation.
1965,31965,41965,Horse Comic's T-Shirt (Female),"Dedicated to Laser Doge, this shirt is meant to represent what a strong-willed and creative person can accomplish."
1966,31966,41966,Robe of Multi-Religions (Female),"Bearing a universal symbol of hope and strength, this robe will send a firm message to all around you, of the will that burns within you."
1967,31967,41967,Club Shirt (Female),The shirt of a girl who likes to go dancing.
1968,31968,41968,Lab Coat (Female),"The coat of a respected scientist, dedicated to the advancement of the human race."
1969,31969,41969,Backer T-Shirt (Female),"A reward for backing our Kickstarter campaign, this shirt will make your dedication to the game clear."
1970,31970,41970,,
1971,31971,41971,,
1972,31972,41972,,
1973,31973,41973,,
1974,31974,41974,,
1975,31975,41975,,
1976,31976,41976,,
1977,31977,41977,,
1978,31978,41978,,
1979,31979,41979,,
1980,31980,41980,,
1981,31981,41981,,
1982,31982,41982,,
1983,31983,41983,,
1984,31984,41984,,
1985,31985,41985,,
1986,31986,41986,,
1987,31987,41987,,
1988,31988,41988,,
1989,31989,41989,,
1990,31990,41990,,
1991,31991,41991,,
1992,31992,41992,,
1993,31993,41993,,
1994,31994,41994,,
1995,31995,41995,,
1996,31996,41996,,
1997,31997,41997,,
1998,31998,41998,,
1999,31999,41999,,
2000,32000,42000,,
2001,32001,42001,,
2002,32002,42002,,
2003,32003,42003,,
2004,32004,42004,,
2005,32005,42005,,
2006,32006,42006,,
2007,32007,42007,,
2008,32008,42008,,
2009,32009,42009,,
2010,32010,42010,,
2011,32011,42011,,
2012,32012,42012,,
2013,32013,42013,,
2014,32014,42014,,
2015,32015,42015,,
2016,32016,42016,,
2017,32017,42017,,
2018,32018,42018,,
2019,32019,42019,,
2020,32020,42020,,
2021,32021,42021,,
2022,32022,42022,,
2023,32023,42023,,
2024,32024,42024,,
2025,32025,42025,,
2026,32026,42026,,
2027,32027,42027,,
2028,32028,42028,,
2029,32029,42029,,
2030,32030,42030,,
2031,32031,42031,,
2032,32032,42032,,
2033,32033,42033,,
2034,32034,42034,,
2035,32035,42035,,
2036,32036,42036,,
2037,32037,42037,,
2038,32038,42038,,
2039,32039,42039,,
2040,32040,42040,,
2041,32041,42041,,
2042,32042,42042,,
2043,32043,42043,,
2044,32044,42044,,
2045,32045,42045,,
2046,32046,42046,,
2047,32047,42047,,
2048,32048,42048,,
2049,32049,42049,,
2050,32050,42050,,
2051,32051,42051,,
2052,32052,42052,,
2053,32053,42053,,
2054,32054,42054,,
2055,32055,42055,,
2056,32056,42056,,
2057,32057,42057,,
2058,32058,42058,,
2059,32059,42059,,
2060,32060,42060,,
2061,32061,42061,Street Gang Pants (Male),These pants are worn by those who seek to intimidate their enemies.
2062,32062,42062,Investigators Trousers (Male),Looking dark and mysterious is a useful tool to gain information through intimidation.
2063,32063,42063,Club Pants (Male),The pants of somebody who can't stop dancing.
2064,32064,42064,Backer Pants (Male),"A reward for backing our Kickstarter campaign, these pants will make your dedication to the game clear."
2065,32065,42065,Incognito Shoes (Male),"The shoes made popular by the agents of the Galactic Intelligence Service. Despite being purpose-made for the GIS, it has been released for purchase by the average citizen in limited supply in order due to popular demand."
2066,32066,42066,,
2067,32067,42067,,
2068,32068,42068,,
2069,32069,42069,,
2070,32070,42070,,
2071,32071,42071,,
2072,32072,42072,,
2073,32073,42073,,
2074,32074,42074,,
2075,32075,42075,,
2076,32076,42076,,
2077,32077,42077,,
2078,32078,42078,,
2079,32079,42079,,
2080,32080,42080,,
2081,32081,42081,,
2082,32082,42082,,
2083,32083,42083,,
2084,32084,42084,,
2085,32085,42085,,
2086,32086,42086,,
2087,32087,42087,,
2088,32088,42088,,
2089,32089,42089,,
2090,32090,42090,,
2091,32091,42091,,
2092,32092,42092,,
2093,32093,42093,,
2094,32094,42094,,
2095,32095,42095,,
2096,32096,42096,,
2097,32097,42097,,
2098,32098,42098,,
2099,32099,42099,,
2100,32100,42100,,
2101,32101,42101,,
2102,32102,42102,,
2103,32103,42103,,
2104,32104,42104,,
2105,32105,42105,,
2106,32106,42106,,
2107,32107,42107,,
2108,32108,42108,,
2109,32109,42109,,
2110,32110,42110,,
2111,32111,42111,,
2112,32112,42112,,
2113,32113,42113,,
2114,32114,42114,,
2115,32115,42115,,
2116,32116,42116,,
2117,32117,42117,,
2118,32118,42118,,
2119,32119,42119,,
2120,32120,42120,,
2121,32121,42121,,
2122,32122,42122,,
2123,32123,42123,,
2124,32124,42124,,
2125,32125,42125,,
2126,32126,42126,,
2127,32127,42127,,
2128,32128,42128,,
2129,32129,42129,,
2130,32130,42130,,
2131,32131,42131,,
2132,32132,42132,,
2133,32133,42133,,
2134,32134,42134,,
2135,32135,42135,,
2136,32136,42136,,
2137,32137,42137,,
2138,32138,42138,,
2139,32139,42139,,
2140,32140,42140,,
2141,32141,42141,,
2142,32142,42142,,
2143,32143,42143,,
2144,32144,42144,,
2145,32145,42145,,
2146,32146,42146,,
2147,32147,42147,,
2148,32148,42148,,
2149,32149,42149,,
2150,32150,42150,,
2151,32151,42151,,
2152,32152,42152,,
2153,32153,42153,,
2154,32154,42154,,
2155,32155,42155,,
2156,32156,42156,,
2157,32157,42157,,
2158,32158,42158,,
2159,32159,42159,,
2160,32160,42160,,
2161,32161,42161,Brown Businesswoman's Trousers (Female),The pants of a fine businesswoman.
2162,32162,42162,Brown Businesswoman's Skirt (Female),The skirt of a fine businesswoman.
2163,32163,42163,Grey Businesswoman's Trousers (Female),The pants of a fine businesswoman.
2164,32164,42164,Grey Businesswoman's Skirt (Female),The skirt of a fine businesswoman.
2165,32165,42165,Pink Businesswoman's Trousers (Female),The pants of a fine businesswoman.
2166,32166,42166,Pink Businesswoman's Skirt (Female),The skirt of a fine businesswoman.
2167,32167,42167,Purple Businesswoman's Trousers (Female),The pants of a fine businesswoman.
2168,32168,42168,Purple Businesswoman's Skirt (Female),The skirt of a fine businesswoman.
2169,32169,42169,Street Gang Shorts (Female),Women who use their charisma to gain an advantage will be seen wearing these shorts.
2170,32170,42170,Inspectors Pants (Female),Looking dark and mysterious is a useful tool to gain information through intimidation.
2171,32171,42171,Club Skirt (Female),The skirt of a girl who can't stop dancing.
2172,32172,42172,Backer Skirt (Female),"A reward for backing our Kickstarter campaign, this skirt will make your dedication to the game clear."
2173,32173,42173,Incognito Shoes (Female),"The shoes made popular by the agents of the Galactic Intelligence Service. Despite being purpose-made for the GIS, it has been released for purchase by the average citizen in limited supply in order due to popular demand."
2174,32174,42174,,
2175,32175,42175,,
2176,32176,42176,,
2177,32177,42177,,
2178,32178,42178,,
2179,32179,42179,,
2180,32180,42180,,
2181,32181,42181,,
2182,32182,42182,,
2183,32183,42183,,
2184,32184,42184,,
2185,32185,42185,,
2186,32186,42186,,
2187,32187,42187,,
2188,32188,42188,,
2189,32189,42189,,
2190,32190,42190,,
2191,32191,42191,,
2192,32192,42192,,
2193,32193,42193,,
2194,32194,42194,,
2195,32195,42195,,
2196,32196,42196,,
2197,32197,42197,,
2198,32198,42198,,
2199,32199,42199,,
2200,32200,42200,,
2201,32201,42201,,
2202,32202,42202,,
2203,32203,42203,,
2204,32204,42204,,
2205,32205,42205,,
2206,32206,42206,,
2207,32207,42207,,
2208,32208,42208,,
2209,32209,42209,,
2210,32210,42210,,
2211,32211,42211,,
2212,32212,42212,,
2213,32213,42213,,
2214,32214,42214,,
2215,32215,42215,,
2216,32216,42216,,
2217,32217,42217,,
2218,32218,42218,,
2219,32219,42219,,
2220,32220,42220,,
2221,32221,42221,,
2222,32222,42222,,
2223,32223,42223,,
2224,32224,42224,,
2225,32225,42225,,
2226,32226,42226,,
2227,32227,42227,,
2228,32228,42228,,
2229,32229,42229,,
2230,32230,42230,,
2231,32231,42231,,
2232,32232,42232,,
2233,32233,42233,,
2234,32234,42234,,
2235,32235,42235,,
2236,32236,42236,,
2237,32237,42237,,
2238,32238,42238,,
2239,32239,42239,,
2240,32240,42240,,
2241,32241,42241,,
2242,32242,42242,,
2243,32243,42243,,
2244,32244,42244,,
2245,32245,42245,,
2246,32246,42246,,
2247,32247,42247,,
2248,32248,42248,,
2249,32249,42249,,
2250,32250,42250,,
2251,32251,42251,,
2252,32252,42252,,
2253,32253,42253,,
2254,32254,42254,,
2255,32255,42255,,
2256,32256,42256,,
2257,32257,42257,,
2258,32258,42258,,
2259,32259,42259,,
2260,32260,42260,,
2261,32261,42261,,
2262,32262,42262,,
2263,32263,42263,,
2264,32264,42264,,
2265,32265,42265,,
2266,32266,42266,,
2267,32267,42267,,
2268,32268,42268,,
2269,32269,42269,,
2270,32270,42270,,
2271,32271,42271,,
2272,32272,42272,,
2273,32273,42273,,
2274,32274,42274,,
2275,32275,42275,,
2276,32276,42276,,
2277,32277,42277,,
2278,32278,42278,,
2279,32279,42279,,
2280,32280,42280,,
2281,32281,42281,,
2282,32282,42282,,
2283,32283,42283,,
2284,32284,42284,,
2285,32285,42285,,
2286,32286,42286,,
2287,32287,42287,,
2288,32288,42288,,
2289,32289,42289,,
2290,32290,42290,,
2291,32291,42291,,
2292,32292,42292,,
2293,32293,42293,,
2294,32294,42294,,
2295,32295,42295,,
2296,32296,42296,,
2297,32297,42297,,
2298,32298,42298,,
2299,32299,42299,,
2300,32300,42300,,
2301,32301,42301,,
2302,32302,42302,,
2303,32303,42303,,
2304,32304,42304,,
2305,32305,42305,,
2306,32306,42306,,
2307,32307,42307,,
2308,32308,42308,,
2309,32309,42309,,
2310,32310,42310,,
2311,32311,42311,,
2312,32312,42312,,
2313,32313,42313,,
2314,32314,42314,,
2315,32315,42315,,
2316,32316,42316,,
2317,32317,42317,,
2318,32318,42318,,
2319,32319,42319,,
2320,32320,42320,,
2321,32321,42321,,
2322,32322,42322,,
2323,32323,42323,,
2324,32324,42324,,
2325,32325,42325,,
2326,32326,42326,,
2327,32327,42327,,
2328,32328,42328,,
2329,32329,42329,,
2330,32330,42330,,
2331,32331,42331,,
2332,32332,42332,,
2333,32333,42333,,
2334,32334,42334,,
2335,32335,42335,,
2336,32336,42336,,
2337,32337,42337,,
2338,32338,42338,,
2339,32339,42339,,
2340,32340,42340,,
2341,32341,42341,,
2342,32342,42342,,
2343,32343,42343,,
2344,32344,42344,,
2345,32345,42345,,
2346,32346,42346,,
2347,32347,42347,,
2348,32348,42348,,
2349,32349,42349,,
2350,32350,42350,,
2351,32351,42351,,
2352,32352,42352,,
2353,32353,42353,,
2354,32354,42354,,
2355,32355,42355,,
2356,32356,42356,,
2357,32357,42357,,
2358,32358,42358,,
2359,32359,42359,,
2360,32360,42360,,
2361,32361,42361,,
2362,32362,42362,,
2363,32363,42363,,
2364,32364,42364,,
2365,32365,42365,,
2366,32366,42366,,
2367,32367,42367,,
2368,32368,42368,,
2369,32369,42369,,
2370,32370,42370,,
2371,32371,42371,,
2372,32372,42372,,
2373,32373,42373,,
2374,32374,42374,,
2375,32375,42375,,
2376,32376,42376,,
2377,32377,42377,,
2378,32378,42378,,
2379,32379,42379,,
2380,32380,42380,,
2381,32381,42381,,
2382,32382,42382,,
2383,32383,42383,,
2384,32384,42384,,
2385,32385,42385,,
2386,32386,42386,,
2387,32387,42387,,
2388,32388,42388,,
2389,32389,42389,,
2390,32390,42390,,
2391,32391,42391,,
2392,32392,42392,,
2393,32393,42393,,
2394,32394,42394,,
2395,32395,42395,,
2396,32396,42396,,
2397,32397,42397,,
2398,32398,42398,,
2399,32399,42399,,
2400,32400,42400,,
2401,32401,42401,,
2402,32402,42402,,
2403,32403,42403,,
2404,32404,42404,,
2405,32405,42405,,
2406,32406,42406,,
2407,32407,42407,,
2408,32408,42408,,
2409,32409,42409,,
2410,32410,42410,,
2411,32411,42411,,
2412,32412,42412,,
2413,32413,42413,,
2414,32414,42414,,
2415,32415,42415,,
2416,32416,42416,,
2417,32417,42417,,
2418,32418,42418,,
2419,32419,42419,,
2420,32420,42420,,
2421,32421,42421,,
2422,32422,42422,,
2423,32423,42423,,
2424,32424,42424,,
2425,32425,42425,,
2426,32426,42426,,
2427,32427,42427,,
2428,32428,42428,,
2429,32429,42429,,
2430,32430,42430,,
2431,32431,42431,,
2432,32432,42432,,
2433,32433,42433,,
2434,32434,42434,,
2435,32435,42435,,
2436,32436,42436,,
2437,32437,42437,,
2438,32438,42438,,
2439,32439,42439,,
2440,32440,42440,,
2441,32441,42441,,
2442,32442,42442,,
2443,32443,42443,,
2444,32444,42444,,
2445,32445,42445,,
2446,32446,42446,,
2447,32447,42447,,
2448,32448,42448,,
2449,32449,42449,,
2450,32450,42450,,
2451,32451,42451,,
2452,32452,42452,,
2453,32453,42453,,
2454,32454,42454,,
2455,32455,42455,,
2456,32456,42456,,
2457,32457,42457,,
2458,32458,42458,,
2459,32459,42459,,
2460,32460,42460,,
2461,32461,42461,,
2462,32462,42462,,
2463,32463,42463,,
2464,32464,42464,,
2465,32465,42465,,
2466,32466,42466,,
2467,32467,42467,,
2468,32468,42468,,
2469,32469,42469,,
2470,32470,42470,,
2471,32471,42471,,
2472,32472,42472,,
2473,32473,42473,,
2474,32474,42474,,
2475,32475,42475,,
2476,32476,42476,,
2477,32477,42477,,
2478,32478,42478,,
2479,32479,42479,,
2480,32480,42480,,
2481,32481,42481,,
2482,32482,42482,,
2483,32483,42483,,
2484,32484,42484,,
2485,32485,42485,,
2486,32486,42486,,
2487,32487,42487,,
2488,32488,42488,,
2489,32489,42489,,
2490,32490,42490,,
2491,32491,42491,,
2492,32492,42492,,
2493,32493,42493,,
2494,32494,42494,,
2495,32495,42495,,
2496,32496,42496,,
2497,32497,42497,,
2498,32498,42498,,
2499,32499,42499,,
2500,32500,42500,,
2501,32501,42501,,
2502,32502,42502,,
2503,32503,42503,,
2504,32504,42504,,
2505,32505,42505,,
2506,32506,42506,,
2507,32507,42507,,
2508,32508,42508,,
2509,32509,42509,,
2510,32510,42510,,
2511,32511,42511,,
2512,32512,42512,,
2513,32513,42513,,
2514,32514,42514,,
2515,32515,42515,,
2516,32516,42516,,
2517,32517,42517,,
2518,32518,42518,,
2519,32519,42519,,
2520,32520,42520,,
2521,32521,42521,,
2522,32522,42522,,
2523,32523,42523,,
2524,32524,42524,,
2525,32525,42525,,
2526,32526,42526,,
2527,32527,42527,,
2528,32528,42528,,
2529,32529,42529,,
2530,32530,42530,,
2531,32531,42531,,
2532,32532,42532,,
2533,32533,42533,,
2534,32534,42534,,
2535,32535,42535,,
2536,32536,42536,,
2537,32537,42537,,
2538,32538,42538,,
2539,32539,42539,,
2540,32540,42540,,
2541,32541,42541,,
2542,32542,42542,,
2543,32543,42543,,
2544,32544,42544,,
2545,32545,42545,,
2546,32546,42546,,
2547,32547,42547,,
2548,32548,42548,,
2549,32549,42549,,
